,date,favorites,geo,hashtags,id,mentions,permalink,retweets,text,username
0,2019-12-21 04:44:24+00:00,1.0,,,1208246817479155712,,https://twitter.com/OxfordPolice/status/1208246817479155712,0.0,"22:37 Reported Accident at/near , ,",OxfordPolice
1,2019-12-20 22:50:21+00:00,1.0,,,1208157721037553664,,https://twitter.com/OxfordPolice/status/1208157721037553664,0.0,"16:40 Reported Accident at/near , , MS HWY 30 EAST",OxfordPolice
2,2019-12-20 18:20:19+00:00,0.0,,,1208089765352017920,,https://twitter.com/OxfordPolice/status/1208089765352017920,0.0,"12:09 Reported Accident at/near WALMART , 2530 , JACKSON AVE WEST",OxfordPolice
3,2019-12-20 18:04:19+00:00,1.0,,,1208085736928489472,,https://twitter.com/OxfordPolice/status/1208085736928489472,0.0,"11:55 Reported Accident at/near VOGUE HAIR FASHIONS , 306 , JACKSON AVE EAST",OxfordPolice
4,2019-12-20 16:35:18+00:00,0.0,,,1208063334718812161,,https://twitter.com/OxfordPolice/status/1208063334718812161,0.0,"10:27 Reported Accident at/near , 3004 , SOUTH LAMAR BLVD",OxfordPolice
5,2019-12-20 14:15:26+00:00,74.0,,,1208028136920752129,@OxfordSDpic,https://twitter.com/OxfordPolice/status/1208028136920752129,2.0,Best SRO’s in the land! Merry Christmas @OxfordSDpic.twitter.com/hfvqhfpUf6,OxfordPolice
6,2019-12-20 02:27:58+00:00,1.0,,,1207850095829569536,,https://twitter.com/OxfordPolice/status/1207850095829569536,0.0,pic.twitter.com/Cw9FK6CqF3,OxfordPolice
7,2019-12-20 01:31:27+00:00,4.0,,,1207835874509172736,,https://twitter.com/OxfordPolice/status/1207835874509172736,0.0,pic.twitter.com/lqplapV1OC,OxfordPolice
8,2019-12-20 01:29:42+00:00,12.0,,#CrimeDoesNotPay,1207835431552856064,@OxfordEagle,https://twitter.com/OxfordPolice/status/1207835431552856064,1.0,Head over to the @OxfordEagle's website to checkout our busy week. #CrimeDoesNotPay http://www.oxfordeagle.com pic.twitter.com/MlCWhJdbjT,OxfordPolice
9,2019-12-20 00:16:24+00:00,0.0,,,1207816987495292928,,https://twitter.com/OxfordPolice/status/1207816987495292928,0.0,Please be cautious in the Hwy 7 and South Lamar area. Traffic is backed up.https://twitter.com/OxfordPolice/status/1207811906628657153 …,OxfordPolice
10,2019-12-19 23:56:13+00:00,0.0,,,1207811906628657153,,https://twitter.com/OxfordPolice/status/1207811906628657153,0.0,"17:44 Reported Accident at/near , , MS HWY 7 SOUTH",OxfordPolice
11,2019-12-19 23:06:12+00:00,0.0,,,1207799321216913417,,https://twitter.com/OxfordPolice/status/1207799321216913417,0.0,"16:54 Reported Accident at/near PROUD LARRY'S , 211 , SOUTH LAMAR BLVD",OxfordPolice
12,2019-12-19 20:21:07+00:00,5.0,,,1207757776585396224,,https://twitter.com/OxfordPolice/status/1207757776585396224,0.0,pic.twitter.com/MEJitWoGQQ,OxfordPolice
13,2019-12-19 20:15:10+00:00,1.0,,,1207756280124911617,,https://twitter.com/OxfordPolice/status/1207756280124911617,0.0,"14:06 Reported Accident at/near BELK FORD INC , 447 , US 278 WEST",OxfordPolice
14,2019-12-19 19:11:28+00:00,24.0,,,1207740249465597953,,https://twitter.com/OxfordPolice/status/1207740249465597953,0.0,pic.twitter.com/MfePEFq4L3,OxfordPolice
15,2019-12-19 19:00:39+00:00,10.0,,,1207737525307097094,@ClayCromwell1,https://twitter.com/OxfordPolice/status/1207737525307097094,0.0,Congrats @ClayCromwell1!pic.twitter.com/Kc5h3UKMTo,OxfordPolice
16,2019-12-19 18:51:09+00:00,0.0,,,1207735136902688768,,https://twitter.com/OxfordPolice/status/1207735136902688768,0.0,"12:40 Reported Accident at/near , , UNIVERSITY AVE",OxfordPolice
17,2019-12-19 15:20:08+00:00,0.0,,,1207682029921411073,,https://twitter.com/OxfordPolice/status/1207682029921411073,0.0,"09:12 Reported Accident at/near , , WEST OXFORD LP",OxfordPolice
18,2019-12-19 15:15:07+00:00,1.0,,,1207680769180733442,,https://twitter.com/OxfordPolice/status/1207680769180733442,0.0,"09:06 Reported Accident at/near EDGAR BUILDING , 428 , NORTH LAMAR BLVD",OxfordPolice
19,2019-12-19 14:17:43+00:00,5.0,,,1207666322513027072,,https://twitter.com/OxfordPolice/status/1207666322513027072,0.0,ICYMI:https://twitter.com/OxfordPolice/status/1207373390530654208 …,OxfordPolice
20,2019-12-19 02:42:14+00:00,1.0,,,1207491299991064577,,https://twitter.com/OxfordPolice/status/1207491299991064577,0.0,"20:34 Reported Accident at/near OBY'S , 1931 , UNIVERSITY AVE",OxfordPolice
21,2019-12-19 00:35:24+00:00,1.0,,,1207459381476052992,,https://twitter.com/OxfordPolice/status/1207459381476052992,0.0,pic.twitter.com/lnEUGWnXXb,OxfordPolice
